ARC,ARC_2DIGIT,n_recs,energy_frac_q75,energy_frac_q90,value_frac_q75,value_frac_q90,energy_p25,energy_median,energy_p75,current_value_median,benchmark_dollar_median,payback_median,impl_rate_hist
2.4322,2.4,1431,0.033759728087169566,0.08792852361397578,0.04937294864087522,0.12532316157561738,49.1328,194.146212,738.0718979999999,4575.601184,4285.0,1.6051364365971,0.37735849056603776
2.4323,2.4,387,0.02520625806042443,0.06670705465387455,0.03766409624281862,0.10846083066388026,74.04551800000002,196.145644,591.780876,4531.94832896,5006.0,1.22,0.3385012919896641
2.4324,2.4,213,0.02231372817640557,0.0491075229139753,0.049292235407595954,0.09914525957046412,66.100676,154.775144,619.0732800000001,5068.230200072,3680.0,1.3594080338266,0.2863849765258216
2.4325,2.4,17,0.036137551760750876,0.05176880503972633,0.0514392449131788,0.13192167134656932,88.357152,209.998364,1911.4024,4863.56211024,4792.0,1.7831503397289499,0.11764705882352941
2.5111,2.5,39,0.0939199864238945,0.1535042782751631,0.08773006534144363,0.11851948504207976,1052.5,2454.0,6844.5,14658.0,16518.0,1.8323654339202,0.2564102564102564
2.5113,2.5,21,0.3059801186175679,0.6131277306520967,0.1689068827556395,0.3638003176271018,1274.55,3215.0,5588.999304,25568.0,21456.0,3.2659125475285,0.23809523809523808
2.5115,2.5,11,0.06880419626922821,0.07332033526242779,0.04722874406266805,0.05073292956766501,42.882016,265.0,678.6491599999999,2960.63525472,2175.0,0.28,0.2727272727272727
2.5121,2.5,36,0.03233135342123839,0.057841250859358914,0.056013432408127915,0.1337587375484266,96.770291,281.655482,915.83198,8290.56931456,8670.0,0.91698894275287,0.25
2.5122,2.5,33,0.025172961718293398,0.07093216537577146,0.04738533997171707,0.09209649058524458,77.124848,200.547124,846.957348,3819.92179648,4089.0,0.623033489678245,0.5757575757575758
2.5123,2.5,125,0.03215345837852989,0.06607831227903486,0.05269405184744161,0.09752751992885023,104.4072,360.999836,895.0,7534.637712000001,5887.0,0.76653358791876,0.36
2.5125,2.5,15,0.012506074520301308,0.07094591523617995,0.03353247310109903,0.12366471544408786,67.999454,247.37,907.35316,5145.296,7607.0,2.0695187165775497,0.4
2.5191,2.5,23,0.06399234417492014,0.1531724852670771,0.05317973517858411,0.12615095339750837,968.0,3252.0,10986.0,22560.0,22584.0,1.3164687661332,0.30434782608695654
2.5192,2.5,30,0.09215858361079662,0.11448301472969413,0.06383204321982257,0.09124168805121315,2431.5,5306.5,10625.0,27337.550000000003,23829.0,0.76,0.3
